Perguntas,Tags
"Estou fazendo um modal de pesquisa de telas de um sistema que estou fazendo, e estou encontrando o seguinte problema na hora de implementar o filtro: estou filtrando um array de objetos em um ng-repeat, cada objeto tem 3 campos, porém quero filtrar só dois, eu tentei fazer uma função tipo filter: getFiltered  e nela filtrar pelos 2 campos, porém não consegui guardar numa variável o array filtrado.  CODE  ",angular
"Estou a usar a API da braintree e consigo colocar o dropin form deles na página:                 CODE   Eis o resultado:    Na documentação deles  diz CODE , ou seja, é adicionado um campo escondido com o valor do nonce.  No meu controller, recebo esse campo no FormCollection mas vem sempre como uma string vazia. Não vem nula, vem vazia.  CODE   A string acima vem sempre vazia. Supostamente, traria uma string nonce para poder fazer a transação. Como resolver isto?  EDIT  O form que escrevo na view é:  CODE   A div de id=""payment-form"" vai ser preenchida com o dropin da braintree.  Usando o inspector do browser pode-se ver o HTML resultado final, que resulta num form dentro de outro. Já me perguntei se isto está correcto, se o form que eu escrevo é necessário, e sim, é assim mesmo.  O resultado:   ",html
Gostaria de entender melhor um recurso bastante usado em sistemas web onde você acessa uma página ele exibe um 'loader' enquanto o conteúdo não está pronto.  Como implementar isso em um sistema PHP que faz alguns procedimentos entrega para o front-end que também manipula alguns DOM's?,html
"Tenho uma aplicação web feita com AngularJS v1.5.8 e estou preocupado com questão de compatibilidade, porém não pretendo baixar diversos browsers e sair testando um por um em diferentes versões. Quero saber se existe alguma ferramenta que automatize essa tarefa árdua de testar a compatibilidade em diversos browsers, sendo que o projeto ainda não foi pra produção. ",angular
"Estou com problemas para enviar um template de e-mail. Tenho a Seguinte pagina :   CODE                    Contato - PiscouAchou                                          Email enviado com sucesso !           CODE      Estava tentando dar include dessa pagina em uma pagina com os valores da $_SESSION atualizados, mas quando envio o e-mail as imagens não aparecerem e os valores da SESSION não funcionam.  Estou utilizando PHPMAILER.  CODE  ",html 
"Preciso copiar um valor de dentro de um CODE  que é gerado por um slider, ele sempre que mexe no slider ele é alterado. Tem como eu colocar ele dentro de um valor de um um input?  Tentei isso e não deu certo:  CODE   Script:  CODE   O problema é que com esse script o valor no input fica em branco, pois o texto do span só é gerado depois, e o usuário ainda consegue mudar ele.  Exemplo nessa página no botão ""Simulação"" no menu. ",jquery
"Sempre quando faço uma validação em javascript de uma caixa de texto, para saber se  ela está vazia ou não, faço da seguinte maneira:   CODE   Contudo, hoje descobri que isto tem uma falha, caso o usuário deixe na caixa de texto um espaço como este:     ... e validar o formulário não irá reconhecer como vazia.  Apesar de ser possível fazer isso:   CODE   .. e sabendo que existem essas soluções mirabolantes, preciso saber se é possível verificar se há algum caractere dentro da caixa de texto. E uma forma de fazer em javascript puro. ",html 
"Olá, qual é o melhor jeito de fazer um grid por Javascript e HTML? Eu preciso que eu possa desenhar ou mudar a cor da area de cada espaço em branco. Fiz desse jeito mais ele não me atende por que quando tento mudar a cor de um único quadrado ele acaba mudando ou da linha inteira ou da coluna inteira.  CODE  ",html
"Estou colocando algumas instruções dentro de um mesmo arquivo PHP que são executadas conforme o valor da variável CODE  recebida, pelo menos era o que eu pensei. Neste código tem duas destas instruções, uma que recebe CODE  e outra que recebe CODE  mas assim que a primeira recebe o comando, executa a instrução e não finaliza executando também as próximas que tem outro valor de CODE .  Código  CODE   Porque será que ao submeter o Ajax com um valor de CODE  especifico e após verificar o valor do CODE  no PHP, o script continua executando todas as instruções abaixo dele? ",jquery 
"Bom dia. Existe alguma forma de quando o usuário digitar isso em uma caixa de texto:    Um script executar a conta automaticamente e resultar, neste caso, =1 ? É importante também que ele faça isso com todas as operações e que seja em javascript puro.  Obrigado. ",html 
"Olá estou usando uma extensão no chrome chamada ""tampermonkey"" e preciso criar um função que auto selecione o primeiro valor de um Select Option  CODE   No caso irá sempre selecionar o primeiro nome! ",jquery
"Estou fazendo CODE  para saber se um valor é maior que outro, porém não estou conseguindo subtituir o valor do CODE  caso seja maior.  CODE  ",jquery
"Recentemente tenho analisado sites e sempre ficando com dúvidas. Acontece que em algumas páginas quando eu entro e carregado rapidamente um um modelo diagramado do que terá na página.  Primeiro mostra a Seguinte Página diagramada   e depois rapidamente e carregamento isso bem rapido mesmo, mostra a página completa. Gostaria de saber de que maneira posso fazer isso em uma aplicação  ",html 
"Queria saber se isso é possível, pois tenho um cliente que queria fazer isso, eu acredito que não seja.  Como o título diz, preciso que ao clicar numa imagem (isso no celular, claro) ele salve ou pelo menos vá para a parte do celular de cadastro de contatos.   Alguém já viu algo parecido? Sabe se tem como fazer?  Sei que tem como fazer com a chamada telefônica:  CODE  ",html
"Possuo dois components na minha aplicação feita com Angular 5+. Um component é um formulário, onde preencho parâmetros que são passados num GET para minha API REST. Esse formulário (component1) recupera o JSON da API, porém preciso que após recuperar a informação ele redirecione para o uma table (meu 2º component).  No momento estou conseguindo recuperar os dados do JSON, e popular a minha Table, porém não sei como redirecionar automaticamente para a pgina de listagem APÓS o retorno da minha API.  Formulário (Component 1)      CODE         Listagem do retorna da API (Component 2)      CODE         Service:      CODE         No momento o usuário manualmente navega até a página da Component 2(lista) e aí no evento ngOnInit() a table é carregada com os dados que foram retornados na chamada do Formulário. ",angular 
Por que recomendam usar CODE  se a maioria dos CODE  ainda usam CODE ? Devo começar a adotar em minhas aplicações usar ou não? Alguns exemplo de plugins/aplicativos/libraries que ainda não adotaram CODE :  Jquery 3.3.1 CDN  Angular 1.7.0 CDN  React,html
"Eai galera,tenho uma aplicação em Angular 2 que quero publicar ele no site www.umbler.com servidor de hospedagem mas não consig, tem colocar no servidor em NodeJs mas não funciona.  Não sei como funciona a parte de build, etc. Alguem poderia me ajudar?  ",angular node.js
"Como faço para validar o tamanho do arquivo, as dimensões da imagem (Size) e o tipo de arquivo que será utilizado no Upload, antes do submit ?  Para upload uso a função abaixo no PHP, mas a validação acontece somente depois do envio do formulário através do CODE ,  o que causa um transtorno ao usuário por causa do refresh na pagina.    CODE  ",jquery html
"Bom gostaria de saber se existe alguma maneira de eu confirmar que a requisição veio realmente do site e não de fora, e também está sendo feita pela página com a ação do usuário.  Tentei fazer uma solução para isso, mas não deu muito certo. Que foi criar uma sessão com token único toda vez q a página é iniciada e ser mandada através de ajax para outra página, porém o token chega diferente. Pergunta: Sessão não funciona como esperado em requisição Ajax e PHP  Então gostaria de saber se existi uma maneira de verificar se os dados enviados forem realmente feitos pela página e como posso fazê-lo/aplicá-lo em PHP, Javascript ou jQuery ",jquery
"Estou capturando a latitude e longitude através do plugin geolocation do Cordova, e após isso armazeno em duas variáveis e depois, através de uma requisição ajax, transfiro estes valores para um script PHP onde estou salvando os dados em uma tabela chamada mapa. O problema é que ele executa o código ajax, retorna informação de sucesso, mais nada no banco é salvo... Não consigo encontrar o erro.  PHP:  CODE   Ajax:  CODE  ",jquery 
"Possuo um elemento, por exemplo:  CODE   E, para selecioná-lo, poderia fazer da seguinte maneira:  CODE   Porém, eu quero selecionar esse elemento através do atributo (data-info) só que eu possuo apenas parte da string contida no atributo. Como no exemplo acima, gostaria de selecionar todos os elementos que contenham CODE  no meio do atributo, ou seja, seria como um indexOf no atributo.  Isso é possível? ",jquery
"Na View principal, CODE , carrego uma partial view onde esta tem um model. Como fazer que a Index chame esse model para que eu possa serializar e mandar para uma action no controller?  Segue exemplo abaixo:  View Principal.cshtml  CODE   Partial View DefinicaoArquitetura.cshtml  CODE   Classe HomeController   CODE  ",jquery
Gostaria de fazer um upgrade do jQuery 1.11.3 para o jQuery 2.1 dentro do Ember 2.1. Posso fazer esse upgrade sem grandes problemas?  Link para questão no SOEN,jquery
Tenho um select HTML e altero o valor de uma variavel depois de passa pela função onchange(). O problema é que tenho outra condição e não consigo validar.  JS:  CODE   HTML:  CODE   Exemplo no Jsfiddle,html
"Estou criando um sistema onde preciso gravar muitos elementos do DOM em variáveis.  Existe alguma diferença de consumo de memória em gravar os elementos HTML x objetos jQuery?  Elementos HTML:  CODE   Objeto jQuery:  CODE   Na minha leiga visão, acho que a primeira opção consumiria menos memória por apenas gravar o elemento do DOM, e na segunda é gerado um novo objeto jQuery que carrega dentro dela o tal elemento.  Procede? ",jquery
Exemplo :  CODE   Perceba que a variável global CODE  é definida por uma função que retorna um valor. até ai tudo bem o problema que quando eu chamo CODE  está printando o CODE  primeiro para depois entrar na funcão CODE  e definir o valor de CODE . Não sei porque não está seguindo o algoritmo estruturado.  Código HTML  CODE   Função calcularJornadaDeTrabalho  CODE,jquery html 
"Tenho que apresentar valores monetários em minha view, porém está aparecendo sem formatação. Por exemplo, CODE  deveria ser apresentado como CODE , porém não sei como formatar esse valor usando o Jade com node.js.  Eu preciso que o valor fique salvo no sistema como um número puro, sem formatação, pois esse número é usado em cálculos que perderiam a precisão caso fosse salvo apenas com duas casas decimais. Porém, para mostrar o valor na tela eu não preciso das demais casas decimais, por isso creio que a melhor forma será formatar o valor no momento de mostrá-lo para o usuário.  Como faço para formatar esses valores monetários em jade? ",node.js
